Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
menyantuni anak yatim piatu ya orang anak yatim piatu golongan muslim beragama kristen katolik hindu buddha ya disantuni aturan agama allah,0,0,0,0,0,0,0,0,0,0,0,0
pengusaha cina reklamasi pulau dibatalkan jokowi lengserkan,1,0,1,0,0,0,0,0,1,0,0,1
bermata beritanya keturunan pastikan tujuh musim disiarkan,0,0,0,0,0,0,0,0,0,0,0,0
menentang cina ahok kriminalisasi polisi rekayasa hukum,1,1,0,1,1,1,0,0,0,0,1,0
usir depak cina amerika komunisme sekulerisme liberalisme demokrasi ganti hukum allah rasulnya gus syams,1,0,0,1,0,1,0,0,0,0,0,1
dedemit,1,1,1,0,0,0,1,0,0,1,0,0
kemarin masuk kelas teman sarangeul buset an seterkenal lagu,0,1,0,0,0,0,0,0,0,0,0,0
praktisi spiritual merujuk kitab hyang widhi sebutan tuhan maha esa agama hindu gusti allah sesembahan leluhur sebangsa jin tinggal awang awang b,0,0,0,0,0,0,0,0,0,0,0,0
ulat ulat mati api padam orang digarami api 9 48 49,0,0,0,0,0,0,0,0,0,0,0,0
perbandingan fotonya siiichhh xb1 menakut nakuti trauma dikejar xa5,0,0,0,0,0,0,0,0,0,0,0,0
agama coba berpikir sepe i tuhan ulama arab bilang benci yahudi doktrin amp berentet cicit cucu kutukan orang,0,0,0,0,0,0,0,0,0,0,0,0
golongan kaum dirimu,1,1,1,0,0,0,0,0,1,1,0,0
kah pengganti 2k17 2k19 syiah jil,0,0,0,0,0,0,0,0,0,0,0,0
setuju habiisssss bu puan wakil presiden jokowi 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
huhu x9d xa4,0,0,0,0,0,0,0,0,0,0,0,0
federation of international football association siasat isu suara x99 aksi prancis rusia nurl uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
bang bang lupa ya 4 presidenmu kelompok 4 nikmati kemajuan pembangunan kecuali keturunan warga negara jasirah,1,1,1,0,0,0,0,0,1,1,0,0
pemerintah korea utara melegalkan ganja pemerintahannya diktator legal in rakyat memusingkan pemimpinnya,1,0,1,0,0,0,0,0,1,1,0,0
pakai jilbab knalpot pakai saringan orang nu mulutnya saringan,1,0,1,0,1,0,0,0,0,1,0,0
menyediakan atlet official penonton super er negara tamu tamu bambang jaka a senin 2 7 2018 ayo indonesia asian games,0,0,0,0,0,0,0,0,0,0,0,0
dasar ulama,1,1,1,0,0,0,0,0,1,1,0,0
usir cina ai indonesia negara kesatuan republik indonesia,1,0,0,1,0,1,0,0,0,0,0,1
nyata anies sandi terlibat saracen uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
awas provokasi jokowi cina anti islam,1,0,1,0,0,1,0,0,0,1,0,0
salat berkiblat negeri kepunyaan orang arab menyuruh dai bicara kebangsaan lukman,1,0,1,0,0,0,0,0,1,1,0,0
dipaksa layani dosen nurl,0,1,0,0,0,0,0,0,0,0,0,0
menemukan tulisan banking for non bank urusan bank indonesia urat nadi ekonomi bikin mengurut dada sedih kesal menahan marah salahkan profesional perbankan,0,0,0,0,0,0,0,0,0,0,0,0
pengkhianatan undang undang dasar 45 angket kesini mengena lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
umat islam toleran umat kristiani buddha rindu cina usir uniform resource locator,1,0,0,1,1,1,0,0,0,0,0,1
makan pisang kak han lihat orang kepleset kulit pisang menaruh kulit pisang lantai jalan pura pura lihat licin kak han nyha terserah xad,0,0,0,0,0,0,0,0,0,0,0,0
cc miss ann ai kalah ainya ajak pengikut mu ribuan,1,0,1,0,0,0,0,0,1,1,0,0
gubernur jabar mendampingi presiden republik indonesia meninjau pelaksanaan pembangunan bandara bandara internasional jawa barat ajati majalengka selasa 17 04 18 cc,0,0,0,0,0,0,0,0,0,0,0,0
cinta sejati sekelilingmu eikichi gerbang tol otomatis,0,0,0,0,0,0,0,0,0,0,0,0
pers mendorong penipuan islam dibuka indonesia bebas jerat islam,1,0,0,1,1,0,0,0,0,0,1,0
indonesia 99 ganti presiden kampanye ruhut 2019 ganti presiden 2019,0,0,0,0,0,0,0,0,0,0,0,0
victor berkoar kebakaran jenggot viktor berulang kali berkoar masjid jalanan spe i guru viktor chat mesum bikin rusuh sedunia dasar,1,1,0,1,0,0,0,1,0,0,1,0
kriteria pemimpin layak dilantik islam 1 sidik jujur pendusta 2 tablig menyembunyikan kebenaran 3 amanah terpercaya khianat 4 fatanah cerdas ber intelligence quotient rendah 1 adil taat aturan 2 ilmu amp,0,0,0,0,0,0,0,0,0,0,0,0
indonesia musibah umat islam berkah orang cina amp kristen,1,0,0,1,1,1,0,0,0,0,1,0
berlindung allah godaan memohon allah islam mudah menyahlahkan orang,0,0,0,0,0,0,0,0,0,0,0,0
rilis survei elektabilitas calon wali kota calon wakil wali kota pilihan kepala daerah kota bogor 2018 rabu 11 april 2018 12 00 indonesia barat be hotel royal padjadjaran hall utama jalan padjadjaran no 12 kota bogor rilischa a pilihan kepala daerah kota bogor,0,0,0,0,0,0,0,0,0,0,0,0
mengakui golput panas dingin membela kuli cina kejang kejang lihat orang kagum pemimpin karismatik plonga plongo,1,1,1,0,0,1,0,0,0,1,0,0
parahnya tk sepuluh juta nusantara xac,0,0,0,0,0,0,0,0,0,0,0,0
cinta orde mengidolakan prabowo amp hary tanoe,1,0,1,0,0,0,0,0,1,1,0,0
alhamdulillah ongkos haji turun dampak bank syariat,0,0,0,0,0,0,0,0,0,0,0,0
haha ayat pandai berotak,0,1,0,0,0,0,0,0,0,0,0,0
kebesaran jiwa anies kebesaran ego ambisi lihat kampanyenya brutal 11 12 sandi,1,0,1,0,0,0,0,0,1,1,0,0
komisi pemberantasan korupsi kalah selayaknya bubarkan,1,0,0,1,0,0,0,0,1,0,0,1
cina warga negara indonesia dukung prabowo langsung auto arab x85 x86,0,0,0,0,0,0,0,0,0,0,0,0
kebiadaban ahok cina anak anak rakyat pribumi islam digusur rumahnya a kehidupannya,1,1,1,0,1,1,0,0,0,1,0,0
mengabdi kepentingan,0,0,0,0,0,0,0,0,0,0,0,0
jokowi kalah demo jokowi kalah rizieq jokowi kalah front pembela islam lengserkan mending rusak negara,1,1,1,0,0,0,0,0,1,0,0,1
oh rujukannya orang merah teman teman bareng ai indonesia kapok xc2 xb2 begonya,1,1,1,0,0,0,0,0,1,1,0,0
amoroso katamsi pemeran presiden soeha o berpulang,0,0,0,0,0,0,0,0,0,0,0,0
bambang soesatyo usulan pilihan kepala daerah dewan perwakilan rakyat daerah komisi pemberantasan korupsi,0,0,0,0,0,0,0,0,0,0,0,0
menonton gelar tikar selonjoran minum kopi mantap,0,0,0,0,0,0,0,0,0,0,0,0
seandainya prabowo presiden konflik rohingya ditipu prabowo,1,0,1,0,0,0,0,0,1,1,0,0
kena sanksi as produksi alumunium rusia terancam menurun,0,0,0,0,0,0,0,0,0,0,0,0
maju mencebur mundur menjengkang dialami mukidi,1,0,1,0,0,0,0,0,1,1,0,0
diangkat ridwan kamil sedih ya xad lihat monyetnya tega by the way kandang sepe inya deh lumut dimana kandangnya xa4 xa6 x8f xbc x8,0,0,0,0,0,0,0,0,0,0,0,0
katolik nusantara,0,0,0,0,0,0,0,0,0,0,0,0
kejadian 98 menyedihkan warga tionghoa 28 menetap berbaur kampung orang kp berusaha melindungi x8b eh kejadian 98 lari terbirit birit meninggal rumah suhu,0,0,0,0,0,0,0,0,0,0,0,0
wasuuu cangkem po angel dicekal ki,0,1,0,0,0,0,0,0,0,0,0,0
sepe i banu yahudi pergi menetap jazirah terkhusus arab sepe i banu najjar qurayza nadir etc,0,0,0,0,0,0,0,0,0,0,0,0
usul bagus lengserkan uniform resource locator,1,0,1,0,0,0,0,0,1,0,0,1
gue mandi bye menabung,0,0,0,0,0,0,0,0,0,0,0,0
anak minggir,1,1,1,0,0,0,0,0,1,1,0,0
umat islam kecewa marah manusiawi ulama dikriminalisasi anti sikap gue save ustaz alfian,1,0,0,1,1,0,0,0,0,0,1,0
boro boro,1,1,1,0,0,0,1,0,0,1,0,0
teruslah menuduh ai indonesia jokowi anti islam rakyat percaya kampanye contohlah,1,0,1,0,0,0,0,0,1,1,0,0
malaysia butuh tenaga jongos indonesia indonesia pekerjaan rakyatnya lapangan kerja rakyat rakyat cina otak dimana hoi pejabat,1,1,1,0,0,0,0,0,1,1,0,0
jilat tegang memasukkan,0,1,0,0,0,0,0,0,0,0,0,0
random gue gereja kristen rambut botak botaki pakai obat penumbuh rambut kerja piston gue random,0,0,0,0,0,0,0,0,0,0,0,0
be anya gue marah gue gue marah menghina agama gue salahkan gue gue junjungannya x89 adilnya anonymous,1,1,1,0,0,0,0,0,1,1,0,0
menculik manusia kali hhhhh emosi gue,1,1,1,0,0,0,0,0,1,1,0,0
picik,1,1,1,0,0,0,1,0,0,1,0,0
presiden magis,0,0,0,0,0,0,0,0,0,0,0,0
tetangga perawan tua nyinyir resek,0,1,0,0,0,0,0,0,0,0,0,0
alkohol haram penyalahgunaan gunanya agama,0,0,0,0,0,0,0,0,0,0,0,0
aduh ya akuisisi bawa bawa teman orang bera i 51 milik pemerintah,0,0,0,0,0,0,0,0,0,0,0,0
menuduh konsisten menuduh gus liberal x92,0,0,0,0,0,0,0,0,0,0,0,0
asli uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
beliau salah ulama tokoh karismatik populer kalimantan harakah islamiyah hardcase ayo mengaji,0,0,0,0,0,0,0,0,0,0,0,0
eh cina menumpang makan indonesia seenak,1,1,0,1,0,1,0,0,0,0,1,0
namanya peminum ekstrak tinja al urine haha,1,1,1,0,0,0,0,0,1,1,0,0
4 asyik menang,0,0,0,0,0,0,0,0,0,0,0,0
benda baca korang golongan bijak pandai bingai beribu ribu xa6,0,1,0,0,0,0,0,0,0,0,0,0
pengikut susilo bambang yudhoyono asli enak ya nada prestasi susilo bambang yudhoyono diejek 10 kekurangan susilo bambang yudhoyono sasaran sisaan rezimnya pejabat prestasi diejek mulu x81,1,0,0,1,0,0,0,0,1,0,1,0
lewih sayang seri tempo memanah jalema nu juragan berbicara te ahan pikir tah memanah,1,1,1,0,0,0,0,0,1,1,0,0
nge i otak aksesoris kepala 2019 ganti presiden,1,1,0,1,0,0,0,0,1,0,1,0
copy paste nusantarakan islam freefo newmont indosat aset aset negara ditangan,0,0,0,0,0,0,0,0,0,0,0,0
ahok bebas ulama komando revolusi lengserkan jokowi berita islam jokowi memerintahkan kepala kepolisian republik indonesia uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
oh maaf ya,1,1,1,0,0,0,0,0,1,1,0,0
delapan puluhan majlis fatwa kebangsaan menetapkan umat islam haram terbabit program zionis termasuklah kelab kelab rotary lion,0,0,0,0,0,0,0,0,0,0,0,0
kaleng,1,1,1,0,0,0,0,1,0,1,0,0
dasar fan,1,1,0,1,0,0,0,0,1,0,1,0
ilmu agama ilmumu mudahnya diam kitab su,0,0,0,0,0,0,0,0,0,0,0,0
duanya,0,1,0,0,0,0,0,0,0,0,0,0
ai,1,1,0,1,0,0,0,0,1,0,1,0
biksu cabul melanggar ajaran buddha muslim teroris sesuai ajaran islam uniform resource locator uniform resource locator,1,1,0,1,1,0,0,0,0,0,1,0
kebijakan pengembalian bebas kerumitan x91 x89memberikan garansi merumitkan konsumen pengembalian barang rusak produksi konsumen 7 tanggal pembelian hazid haus mini kuiz yuk,0,0,0,0,0,0,0,0,0,0,0,0
mbak kismis miskin nek menyebut tikus kismis,0,0,0,0,0,0,0,0,0,0,0,0
orang,1,1,1,0,0,0,0,0,1,1,0,0
mata belo coy ya allah diriku basah basahan pas mos tampang beda dosa wkwk,0,0,0,0,0,0,0,0,0,0,0,0
keren lagu bang,0,0,0,0,0,0,0,0,0,0,0,0
jisung akting sok keren lugas pemula l xa6,1,1,1,0,0,0,0,0,1,1,0,0
salah pengejawantahan agama candu coba,0,0,0,0,0,0,0,0,0,0,0,0
salah usir kedutaan myanmar pergi nobel suu kyi bedanya turunkan jokowi bubarkan dewan perwakilan rakyat demo,1,0,1,0,0,0,0,0,1,1,0,0
pro yahudi,0,0,0,0,0,0,0,0,0,0,0,0
duit haram hasil gratifikasi sogokan cukong xc2 xb2 reklamasi 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
1,1,1,1,0,0,0,0,0,1,1,0,0
sampahnya orang surat pemberitahuan tahunan km,1,1,1,0,0,0,0,0,1,1,0,0
ekonomi meroket,0,0,0,0,0,0,0,0,0,0,0,0
kecebong,1,1,0,1,0,0,0,0,1,0,1,0
orang indonesia dijalanan kasih jalan pemadam kebakaran manfaatkan ambil jalur pemadam asli x91,1,1,0,1,0,1,0,0,0,0,1,0
ayo blok tim raya rusia,0,0,0,0,0,0,0,0,0,0,0,0
sayang enakan jilat mulus lebat bulunya bikin sensasi,0,1,0,0,0,0,0,0,0,0,0,0
gede gede andil dasar mulutnya bedebah kacung gerombolan jomlo akut sakit jiwa,1,1,1,0,0,0,1,0,0,1,0,0
sadar ayah prabowo tokoh pemerintahan revolusioner republik indonesia perjuangan rakyat semesta ayah hilmi ai keadilan sejahtera tokoh tii,1,0,1,0,0,0,0,0,1,1,0,0
terkurung hati yyynng terpikir te antang langkah buntu jalan jenuh,0,0,0,0,0,0,0,0,0,0,0,0
tersedak kentang gue wkwk lendir,1,1,1,0,0,0,0,1,0,1,0,0
x9cyang lihat bagus jambanisasi keluarga 2 juta 30 kakak 30 membangun sanitasi keluarga kesehatan lingkungan kakak,0,0,0,0,0,0,0,0,0,0,0,0
uniform resource locator,1,1,0,1,0,1,0,0,0,0,1,0
ayo nu lanjutkan lengserkan jokowi gue bantu doa,1,0,1,0,0,0,0,0,1,0,0,1
kalah suara menyalahkan jaman jokowi oke dibilang mundur haha,1,1,1,0,0,0,0,0,1,1,0,0
memaki xa6,0,0,0,0,0,0,0,0,0,0,0,0
mencucikan piring orang makannya bersih ya aturannya melanggar ya gue lakukan,0,0,0,0,0,0,0,0,0,0,0,0
pusing cari hilang mending urus surat dkp tentara nasional indonesia prabowo haha uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
zaman orang aman orang huruf orang sing keruh xa6,0,0,0,0,0,0,0,0,0,0,0,0
gue baca malas gerak mending pesan suara wkwk,0,1,0,0,0,0,0,0,0,0,0,0
caplok indonesia beli saham 51 seharga rp55t klarifikasi pelajaran berharga mudah kasih izin tambang,0,0,0,0,0,0,0,0,0,0,0,0
aduh mami main raket jin oppa,0,0,0,0,0,0,0,0,0,0,0,0
bunuh sakit ledakan bom nuklir mahal,0,0,0,0,0,0,0,0,0,0,0,0
perhatian nada kelompok menggarap film komedi trik meraih perhatian penonton peka alhasil film lucu dimata orang bom takjil,0,0,0,0,0,0,0,0,0,0,0,0
gara gara,0,1,0,0,0,0,0,0,0,0,0,0
tenang panik a khawatir jok ribuan lapangan kerja ribuan tenaga kerja republik rakyat cina selamat ber antre ria ya wkwk,1,0,1,0,0,1,0,0,0,1,0,0
prabowo subianto gagal maju prabowo gagal pindah on uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
belaga imam,0,0,0,0,0,0,0,0,0,0,0,0
masak kalah cari duit berita terhangat,0,0,0,0,0,0,0,0,0,0,0,0
mbok demo bubarkan dewan perwakilan rakyat sing luwih uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
orang suka memaki jokowi ai indonesia cina haha,1,0,1,0,0,0,0,0,1,1,0,0
dipakai 1000 triliun mencicil hutang hutang,0,0,0,0,0,0,0,0,0,0,0,0
kaum bikin rusuh suka berbicara kotor mudah dbodohi pejabat kotor menilai gelarnya,1,1,0,1,0,0,0,0,1,0,1,0
corgidan berharap disc jockey mc realita show duduk duduk malas junior jalan kemana drama kalem kalem pokoknya bikin susah aron,0,0,0,0,0,0,0,0,0,0,0,0
mantap crot ooohhhhh lemas,0,1,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,0
a i pe anyaanmu tunggu 2 menit ya bera i warung internet haha,1,1,1,0,0,0,0,1,0,1,0,0
ya lucas racun benaran cakap racun nmon maaf gue keracunan,0,1,0,0,0,0,0,0,0,0,0,0
mengiler ri 1 prabowo maksudnya haha,1,0,1,0,0,0,0,0,1,1,0,0
terserah sok berkelas,1,1,1,0,0,0,0,0,1,1,0,0
pengacara setya novanto mengotot pemanggilan kliennya izin presiden,0,0,0,0,0,0,0,0,0,0,0,0
1 kekacauan hukum politik sosial 2 tanggung presiden 3 jokowi membiarkan 4 lengserkan jokowi ayo penjarakan ahok,1,0,1,0,0,0,0,0,1,0,0,1
ngeles mulu bukanya haha otak salah menangkap kalimat mengatai islam kebanyakan ngeles intoleran sara pemakan ahok peminum rendaman kolor oplos kencing haha,1,1,1,0,1,0,0,0,0,1,0,0
kacau,0,0,0,0,0,0,0,0,0,0,0,0
halo undangan kah kegiatan mengundang pasangan calon pilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
akun ketua andre penyusup,1,1,1,0,0,0,0,1,0,1,0,0
intinya mata gue pakai kacamata,0,0,0,0,0,0,0,0,0,0,0,0
idih be anya memangnya,0,1,0,0,0,0,0,0,0,0,0,0
fenomena nation branding korea selatan citra girl band budaya konsumerisme abg menengah mikro alias ayolah,0,0,0,0,0,0,0,0,0,0,0,0
xa6,0,0,0,0,0,0,0,0,0,0,0,0
susilo bambang yudhoyono grand master politik sanggup samakan beliau jokowi apanya presiden uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
layak neraka,1,1,1,0,0,0,0,0,1,1,0,0
1953 menyebut ulama pendakwah sebutan agen agama arab keras fase menyamakan agama menyebut mabuk agama lantas kekecewaan muncul menganggap agama,0,0,0,0,0,0,0,0,0,0,0,0
getah,0,0,0,0,0,0,0,0,0,0,0,0
ciputra life motif menawarkan produk asuransi xtra proteksi manfaat pembayaran sisa total angsuran kredit te anggung mengalami kecelakaan menyebabkan total kendaraan mil,0,0,0,0,0,0,0,0,0,0,0,0
a inya ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
orang orang menawar rumah yahudi jual tinggalmu yahudi jual rumahku harga ribu dinar seribu dinar harga rumahku seribu be etangga ibn,0,0,0,0,0,0,0,0,0,0,0,0
dukungan kepolisian republik indonesia melawan berita hoaks isu sara ujaran kebencian a mendukung kepolisian republik indonesia menyukseskan pilihan kepala daerah serentak 2018 aman damai,0,0,0,0,0,0,0,0,0,0,0,0
hakim lucu makanan bergizi sisa lokal stand up day kemarin,0,0,0,0,0,0,0,0,0,0,0,0
menggilakan aneh konyol kemarin acara rembuk aktivis 98 tontonan lawak bikin te awa acara dihadiri presiden,1,0,0,1,0,0,0,0,1,0,1,0
benci muslim puluhan bantai muslim,1,0,0,1,1,1,0,0,0,0,1,0
sampean cari cari kesalahan kelemahan komisi pemberantasan korupsi ujung ujungnya komisi pemberantasan korupsi bubarkan,1,0,0,1,0,0,0,0,1,0,1,0
kangen kristen robe,0,0,0,0,0,0,0,0,0,0,0,0
jaman mas jaman sekolah sekolah kristen teori evolusi diizinkan diajarkan meninggalkan ajaran creationis,0,0,0,0,0,0,0,0,0,0,0,0
kader membakar 7 sekolah uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
polisi selidiki presiden ai keadilan sejahtera unsur pidana,0,0,0,0,0,0,0,0,0,0,0,0
tindakan ekonomi usaha manusia dilandasi pilihan menguntungkan,0,0,0,0,0,0,0,0,0,0,0,0
apes,1,1,1,0,0,0,0,0,1,1,0,0
gubernur be emu menteri negeri kerajaan maroko noureddine boutayeb rabat 18 april 2018 pe emuan bilateral membahas berbagi perkembangan ekonomi politik 20,0,0,0,0,0,0,0,0,0,0,0,0
8stmenfess to sayang nfr,0,1,0,0,0,0,0,0,0,0,0,0
cowok ganteng ya haha,0,1,0,0,0,0,0,0,0,0,0,0
adatnya jelek menjelekkan meloloskan maksud bom bunuh,1,1,1,0,0,0,0,0,1,1,0,0
jokowi motor listrik produsen motor langsung melirik papua presiden joko gue,0,0,0,0,0,0,0,0,0,0,0,0
masuk kelab malam etika pemakaian masuk masjid terang terang paparkan etika pemakaian langgar pergi iran kelambu memahami adab amp budaya beda beradab menampak sakit k,0,0,0,0,0,0,0,0,0,0,0,0
mendengar kisah presiden soekarno masjid ditutup pemerintah uni soviet mari simak informasi nahdlatul ulama islam nusantara islam nu aswaja soekarno indonesia nikita uni soviet,0,0,0,0,0,0,0,0,0,0,0,0
semenjak libur suka bangun jam 8 pagi untung tayangan ulang roman picisan diulang bawa perasaannya ditambah pemerannya kakak bawa perasaan,0,0,0,0,0,0,0,0,0,0,0,0
ai indonesia gaya ai indonesia jambret mati kota padang jambret mati ai indonesia memfitnah jambret mati minimal rumah sakit,1,1,1,0,0,1,0,0,0,1,0,0
sektor kacau fakta pembunuh dibela waras orang orang negeri lengserkan jokowi segerasi mpr2017,1,0,1,0,0,0,0,0,1,0,0,1
otaknya ditingkatkan ena invisible lihat anu mas terbang,0,0,0,0,0,0,0,0,0,0,0,0
malam ya x9,0,1,0,0,0,0,0,0,0,0,0,0
nyinyir dasar grup,1,1,0,1,0,0,0,0,1,0,1,0
x94berbincang gadis pandangan matanya terhenti pemuda bermata tersenyum manis matanya hilang gadis ai gugup memalingkan tatapan wajahnya,0,0,0,0,0,0,0,0,0,0,0,0
maju anjinggg,1,1,1,0,0,0,0,0,1,1,0,0
ya rukun warga lurah camat bupati gubernur,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
apapun hasilnya kedepankan semangat persatuan kesatuan kebangkitan indonesia 2019 ganti presiden 2019 ganti sistem demokrasi barbar sepe i,1,0,0,1,0,0,0,0,1,0,1,0
om makar om ya makar megawati membiarkan cina cina korup bantuan likuiditas bank indonesia ai demokrasi indonesia perjuangan lengserkan jokowi,1,0,0,1,0,1,0,0,0,0,0,1
katolik ya berdoa pakai rosario sucikan masuk katedral puasa paskah,0,0,0,0,0,0,0,0,0,0,0,0
pendatang po ugis mendirikan sekolah be ujuan pendidikan baca tulis hitung mempermudah penyebaran agama katolik,0,0,0,0,0,0,0,0,0,0,0,0
tim seniman pimpin mencoba konsep jaket mewakili ragam budaya indonesia menggambarkan peta indonesia nuansa merah putih bermaknakan negara indonesia memilih,0,0,0,0,0,0,0,0,0,0,0,0
te ipu kepolosan anti islam politic id,1,0,1,0,1,0,0,0,0,1,0,0
kesepian belajar betapa hangat memiliki teman teman fairy,0,0,0,0,0,0,0,0,0,0,0,0
perlulah bermusuh orang selagi ganggu agama rapat orang perangai berdakwah islam,0,0,0,0,0,0,0,0,0,0,0,0
bahan bakar minyak harga sapa jalan tol sapa pesawat sepi jalan tol bandara modal dijual beli,0,0,0,0,0,0,0,0,0,0,0,0
menonton tros shihab orang orang takut gyu gara gara peran pas psikopat,0,0,0,0,0,0,0,0,0,0,0,0
jejak bekas tapak kaki bekas langkah bekas perbuatan jejal berjejal penuh sesak penuh berasak asak,0,0,0,0,0,0,0,0,0,0,0,0
persis diajarkan perlakukanlah perempuan terhormat muliakanlah melebihi kemuliaan dirimu assikalaibineng kitab kamasutranya orang bugis,0,0,0,0,0,0,0,0,0,0,0,0
buku almarhum rupiah 1000 rupiah 1 orang orang makan nasi jagung,0,0,0,0,0,0,0,0,0,0,0,0
tri,1,1,1,0,0,0,0,0,1,1,0,0
aneh peang sengklek gue sayang ah mhh,1,1,1,0,0,0,0,0,1,1,0,0
presiden menggelar rapat kabinet terbatas agenda membahas percepatan pelaksanaan berusaha rakyat jokowi,0,0,0,0,0,0,0,0,0,0,0,0
oi uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
detik detik menjelang mendalang semalam suntuk halaman kementerian negeri 13 april semalam,0,0,0,0,0,0,0,0,0,0,0,0
204 dugaan pelanggaran aparatur sipil negara pilihan kepala daerah sulawesi tenggara,0,0,0,0,0,0,0,0,0,0,0,0
kebijakan pengembalian barang rusak konsumen 7 kerumitan haus mini kuiz hausid,0,0,0,0,0,0,0,0,0,0,0,0
gara gara membela terdakwa penista agama remuk sukurin,1,0,1,0,0,0,0,0,1,1,0,0
karakteristik hindu islam beda menilai ajaran islam sudut pandang hindu be anya hindu nusantara dikeci,0,0,0,0,0,0,0,0,0,0,0,0
selamat pagi selamat semangat beraktivitas salam 2 periode jokowi presiden joko widodo jokowi tercatat merampungkan 30 proyek strategis nasional play station network terhitung 2016 2017 jokowi 2019,0,0,0,0,0,0,0,0,0,0,0,0
haram unsur,0,0,0,0,0,0,0,0,0,0,0,0
ganyang ai indonesia ganyang ai indonesia ganyang ai indonesia uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
panas alias kaaaaau wkwk bercandai mamah gue,0,1,0,0,0,0,0,0,0,0,0,0
siti hidup indon sedekah bising malaysia makmur raya,1,1,1,0,0,1,0,0,0,1,0,0
serapat apapun menyembunyikan tercium,0,0,0,0,0,0,0,0,0,0,0,0
kejadian katolik even mama melarang takut jaga pendirian but i ve told him that i will do the exact thing that my parents do if don t just for,0,0,0,0,0,0,0,0,0,0,0,0
gue berlipat lipat nogt pemimpin kesayangan ya kemana pergi,0,0,0,0,0,0,0,0,0,0,0,0
bilang mak sri mulyani tunjangan raya ditransfer,1,1,1,0,0,0,0,0,1,1,0,0
teman namanya uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
5 presiden airpo ajati menampung 5 6 juta penumpang tahap pe airpo terbesar soekarno hatta jokowiselesaikanke ajati,0,0,0,0,0,0,0,0,0,0,0,0
menitip mulu,1,1,1,0,0,0,0,0,1,1,0,0
bentuknya bocah tk,0,1,0,0,0,0,0,0,0,0,0,0
jiah,1,1,1,0,0,0,0,0,1,1,0,0
ruben idih kemarin kemarin bilang nikita meladeni orang nikita membela lucinta dasar wajan,1,1,1,0,0,0,0,0,1,1,0,0
hak orang orang hak kriteria,0,0,0,0,0,0,0,0,0,0,0,0
wakil gubernur lengserkan pencitraanmeika a,1,0,1,0,0,0,0,0,1,1,0,0
pokoknya harry next tour jaka a gue sunat,0,1,0,0,0,0,0,0,0,0,0,0
terima kasih manusia,0,1,0,0,0,0,0,0,0,0,0,0
perbedaan mendasar masyarakat oposisi amp pro masyarakat pro orang gemar ingkar janji orang amanah,0,0,0,0,0,0,0,0,0,0,0,0
ya allah hafiz nan mujahid angkat nikmat imannya berbalik mu ditetapkan mu hamba amal andalan,0,0,0,0,0,0,0,0,0,0,0,0
oke,0,0,0,0,0,0,0,0,0,0,0,0
gue,0,1,0,0,0,0,0,0,0,0,0,0
gange i tentara nasional indonesia maunya mending tania tentara nasional indonesia tania kasih uniform resource locator,1,1,0,1,0,0,0,1,0,0,1,0
nyalinya gubernur indonesia teruji beliau berani melawan konglomerat konglomerat hitam gubernur berani rakyat berdaya 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
,1,1,1,0,0,0,0,0,1,1,0,0
melatih bangsa terbiasa bom,0,0,0,0,0,0,0,0,0,0,0,0
sumpah gue bohong ya gue kerja pabrik feronikel milik rusia kerja kebanyakan orang cina gue joroknya bab disiram makan ular kadal bikin gue jengkel bau badannya masya allah taha,1,1,0,1,0,1,0,0,0,0,1,0
gue mendadak,0,0,0,0,0,0,0,0,0,0,0,0
halo hani sweety keela akunnya sakit syoppinknya berduaan lt keela bibi cekeu cekeu silakan perkamennya hani,0,0,0,0,0,0,0,0,0,0,0,0
sukmawati pembaca puisi bernurani kenal sukmawati kenal xa6,1,1,1,0,0,0,0,0,1,1,0,0
pakde berani tes dna anti pemerintah percaya pakde keturunan,1,0,1,0,0,0,0,0,1,1,0,0
hihi ciri khasnya kacung ya x91 x86 x91 x86,1,1,0,1,0,0,0,0,1,0,1,0
